item_id,contract_id,boq_reference,boq_section,line_number,material_id,description,unit_of_measure,quantity,unit_rate,amount,qty_executed,executed_pct,milestone_flag,milestone_description,item_status,variation_ref,retention_applicable,notes,created_date
CTR-2021-000780-BOQ-0630,CTR-2021-000780,8.8.6,Earthworks,6,MAT-00000365,Throughout Mr friend six including sea strong.,NOS,683,2378.62,1624597.46,414,60.6,False,,ACTIVE,,True,,2024-06-27
CTR-2024-000510-BOQ-0631,CTR-2024-000510,3.2.1,Civil Works,1,MAT-00000031,North question new affect officer.,RM,756,876.53,662656.68,69,9.1,False,,ACTIVE,,True,,2022-05-25
CTR-2024-000510-BOQ-0632,CTR-2024-000510,3.10.2,Civil Works,2,MAT-00000637,Son thousand government wide exactly all.,SET,99,5325.31,527205.69,84,84.8,False,,REVISED,,True,,2024-07-01
CTR-2024-000510-BOQ-0633,CTR-2024-000510,3.5.3,Civil Works,3,MAT-00000517,Phone success number hope organization ten.,KG,556,4964.19,2760089.64,553,99.5,False,,ON_HOLD,VO-028,False,,2024-01-18
CTR-2024-000510-BOQ-0634,CTR-2024-000510,3.7.4,Civil Works,4,MAT-00000323,Relate fire all including market.,CUM,454,437.91,198811.14,16,3.5,False,,ACTIVE,,False,,2023-10-31
CTR-2019-000138-BOQ-0635,CTR-2019-000138,7.2.1,Commissioning,1,MAT-00000500,He stop few modern company.,NOS,583,2216.67,1292318.61,567,97.3,False,,ACTIVE,,False,,2023-05-23
CTR-2019-000138-BOQ-0636,CTR-2019-000138,7.8.2,Commissioning,2,MAT-00000270,Size sing tree kitchen agent lot.,JOINT,606,979.0,593274.0,361,59.6,False,,ACTIVE,VO-038,True,,2022-11-29
CTR-2019-000138-BOQ-0637,CTR-2019-000138,7.10.3,Commissioning,3,MAT-00000829,Child future low them financial force show.,NOS,28,160206.61,4485785.08,20,71.4,False,,ACTIVE,,True,,2021-09-27
CTR-2019-000138-BOQ-0638,CTR-2019-000138,7.4.4,Commissioning,4,MAT-00000254,State visit quality car.,JOINT,664,1587.04,1053794.56,86,13.0,False,,ACTIVE,,True,Least require mission.,2022-08-28
CTR-2019-000138-BOQ-0639,CTR-2019-000138,7.8.5,Commissioning,5,MAT-00000039,Financial analysis summer.,SQM,674,112.26,75663.24,581,86.2,False,,ACTIVE,VO-031,True,,2023-03-28
CTR-2023-000585-BOQ-0640,CTR-2023-000585,10.8.1,Electrical Works,1,MAT-00000101,Four threat billion she.,NOS,103,74297.71,7652664.13,26,25.2,False,,ACTIVE,,True,,2023-01-28
CTR-2023-000585-BOQ-0641,CTR-2023-000585,10.7.2,Electrical Works,2,MAT-00000993,Court everybody five kid brother.,RM,207,207.94,43043.58,201,97.1,True,Against serve police decide.,DELETED,,True,,2023-07-05
CTR-2023-000585-BOQ-0642,CTR-2023-000585,10.4.3,Electrical Works,3,MAT-00000824,Church boy when nice.,BBL,640,207.47,132780.8,94,14.7,False,,ACTIVE,,True,,2024-12-15
CTR-2023-000585-BOQ-0643,CTR-2023-000585,10.7.4,Electrical Works,4,MAT-00000487,Deal go five center.,DAY,215,2706.1,581811.5,19,8.8,False,,ACTIVE,,True,,2021-03-30
CTR-2023-000585-BOQ-0644,CTR-2023-000585,10.7.5,Electrical Works,5,MAT-00000425,Off commercial find throughout music.,NOS,258,323904.2,83567283.6,232,89.9,False,,ACTIVE,,True,,2021-02-03
CTR-2023-000585-BOQ-0645,CTR-2023-000585,10.8.6,Electrical Works,6,MAT-00000591,Candidate likely push.,CUM,219,434.3,95111.7,210,95.9,False,,ACTIVE,,True,,2023-11-12
CTR-2023-000585-BOQ-0646,CTR-2023-000585,10.10.7,Electrical Works,7,MAT-00000958,Himself beat hot relate.,SET,745,2458.91,1831887.95,534,71.7,False,,ACTIVE,,False,,2023-11-19
CTR-2020-000421-BOQ-0647,CTR-2020-000421,11.7.1,Earthworks,1,MAT-00000209,Picture real knowledge green forward cup serve speak.,NOS,274,112698.65,30879430.1,82,29.9,False,,ACTIVE,,True,,2021-10-02
CTR-2020-000421-BOQ-0648,CTR-2020-000421,11.5.2,Earthworks,2,MAT-00000817,Wind sense letter capital.,BAG,476,97.94,46619.44,223,46.8,False,,ON_HOLD,,True,Best financial popular short like water century.,2022-02-11
CTR-2020-000421-BOQ-0649,CTR-2020-000421,11.9.3,Earthworks,3,MAT-00000675,Election guy contain true form team foot maintain.,CUM,181,178.69,32342.89,10,5.5,False,,ACTIVE,VO-006,True,,2019-09-18
CTR-2020-000421-BOQ-0650,CTR-2020-000421,11.7.4,Earthworks,4,MAT-00000923,Little goal leave color.,NOS,919,186701.35,171578540.65,673,73.2,False,,ACTIVE,,False,,2024-08-11
CTR-2020-000421-BOQ-0651,CTR-2020-000421,11.2.5,Earthworks,5,MAT-00000956,Page camera bill stage someone for.,KG,535,610.87,326815.45,257,48.0,False,,ACTIVE,,False,,2023-05-17
CTR-2020-000421-BOQ-0652,CTR-2020-000421,11.4.6,Earthworks,6,MAT-00000826,Draw during city lot at decade.,CUM,958,142.02,136055.16,147,15.3,True,Society mouth husband.,ACTIVE,,True,,2019-08-18
CTR-2022-000503-BOQ-0653,CTR-2022-000503,12.2.1,Electrical Works,1,MAT-00000972,Issue woman note garden reason community prove school.,BAG,325,131.4,42705.0,243,74.8,False,,ON_HOLD,,False,,2023-02-15
CTR-2022-000503-BOQ-0654,CTR-2022-000503,12.5.2,Electrical Works,2,MAT-00000842,What attorney board sport side.,SET,22,103156.52,2269443.44,19,86.4,True,Student boy other foot best knowledge.,ACTIVE,,True,,2021-09-08
CTR-2022-000503-BOQ-0655,CTR-2022-000503,12.9.3,Electrical Works,3,MAT-00000260,Force population article design catch oil.,SET,394,20149.72,7938989.68,358,90.9,False,,REVISED,,False,,2023-05-11
CTR-2022-000503-BOQ-0656,CTR-2022-000503,12.7.4,Electrical Works,4,MAT-00000009,Serious produce laugh.,BAG,950,448.45,426027.5,261,27.5,False,,ON_HOLD,,True,,2020-10-18
CTR-2022-000503-BOQ-0657,CTR-2022-000503,12.8.5,Electrical Works,5,MAT-00000938,Hope official crime race first.,MT,647,1856.8,1201349.6,416,64.3,False,,ACTIVE,VO-050,False,,2023-08-19
CTR-2022-000503-BOQ-0658,CTR-2022-000503,12.6.6,Electrical Works,6,MAT-00000949,Some quickly truth view response trip wrong.,MT,735,1828.09,1343646.15,102,13.9,False,,ACTIVE,,True,,2022-08-31
CTR-2022-000503-BOQ-0659,CTR-2022-000503,12.1.7,Electrical Works,7,MAT-00000465,Account worry identify camera family hard nature apply.,NOS,781,929.73,726119.13,656,84.0,False,,ACTIVE,,True,,2022-06-05
CTR-2022-000503-BOQ-0660,CTR-2022-000503,12.10.8,Electrical Works,8,MAT-00000322,Star grow technology tend dog reduce hour.,KG,85,635.74,54037.9,31,36.5,False,,ON_HOLD,,False,,2023-08-08
CTR-2022-000503-BOQ-0661,CTR-2022-000503,12.6.9,Electrical Works,9,MAT-00000812,Could his under style.,KG,463,2352.92,1089401.96,376,81.2,True,Republican image itself deep community.,ACTIVE,,True,,2019-12-12
CTR-2020-000425-BOQ-0662,CTR-2020-000425,7.7.1,Concrete Works,1,MAT-00000898,Eye their by activity.,SET,968,13047.6,12630076.8,584,60.3,False,,ON_HOLD,,True,,2019-12-31
CTR-2020-000425-BOQ-0663,CTR-2020-000425,7.8.2,Concrete Works,2,MAT-00000998,Be politics indeed lay.,KG,204,1838.47,375047.88,43,21.1,True,Century those price.,ACTIVE,,True,,2020-11-27
CTR-2020-000425-BOQ-0664,CTR-2020-000425,7.10.3,Concrete Works,3,MAT-00000970,Us perhaps lawyer interest star his difficult interesting.,BAG,121,441.5,53421.5,67,55.4,False,,ON_HOLD,,True,,2021-04-12
CTR-2020-000425-BOQ-0665,CTR-2020-000425,7.5.4,Concrete Works,4,MAT-00000196,Especially unit office almost also low happy.,CUM,295,267.87,79021.65,195,66.1,True,Official suggest door.,DELETED,,False,,2021-02-14
CTR-2020-000425-BOQ-0666,CTR-2020-000425,7.3.5,Concrete Works,5,MAT-00000429,Loss real center rule worker worker single let.,CUM,419,178.5,74791.5,14,3.3,False,,ACTIVE,,False,,2024-02-20
CTR-2020-000425-BOQ-0667,CTR-2020-000425,7.1.6,Concrete Works,6,MAT-00000088,Model particular early piece.,NOS,481,360711.36,173502164.16,165,34.3,False,,ACTIVE,,True,,2021-11-15
CTR-2020-000075-BOQ-0668,CTR-2020-000075,1.6.1,Painting & Coatings,1,MAT-00000054,Range much often party.,MT,954,977.51,932544.54,930,97.5,False,,ACTIVE,,False,,2019-07-06
CTR-2020-000075-BOQ-0669,CTR-2020-000075,1.5.2,Painting & Coatings,2,MAT-00000006,Movement action law town off former.,NOS,517,15766.11,8151078.87,309,59.8,False,,ACTIVE,,False,Whether sometimes eye along type see.,2021-01-04
CTR-2021-000267-BOQ-0670,CTR-2021-000267,8.6.1,Painting & Coatings,1,MAT-00000953,Employee picture official of prevent factor say.,CUM,899,126.28,113525.72,91,10.1,False,,ACTIVE,,True,Expert bar measure.,2020-06-07
CTR-2021-000267-BOQ-0671,CTR-2021-000267,8.5.2,Painting & Coatings,2,MAT-00000512,Edge past every either scientist.,DAY,766,79337.26,60772341.16,440,57.4,False,,DELETED,,False,,2022-07-06
CTR-2021-000267-BOQ-0672,CTR-2021-000267,8.3.3,Painting & Coatings,3,MAT-00000447,Company option character land space end red machine.,NOS,324,4242.31,1374508.44,251,77.5,False,,ACTIVE,,True,,2019-08-06
CTR-2022-000194-BOQ-0673,CTR-2022-000194,4.1.1,General Requirements,1,MAT-00000188,Television garden base certain value child many.,SET,482,214284.23,103284998.86,361,74.9,False,,ACTIVE,,True,,2024-06-10
CTR-2022-000194-BOQ-0674,CTR-2022-000194,4.8.2,General Requirements,2,MAT-00000469,Approach enough standard apply less live.,MT,116,1212.92,140698.72,110,94.8,True,Side draw key point decision.,ACTIVE,,True,,2024-09-14
CTR-2022-000194-BOQ-0675,CTR-2022-000194,4.5.3,General Requirements,3,MAT-00000843,Second sell mouth here relationship listen certain.,BOX,577,678.71,391615.67,217,37.6,False,,ON_HOLD,,True,,2019-11-11
CTR-2020-000253-BOQ-0676,CTR-2020-000253,11.6.1,Piping,1,MAT-00000097,Best most government.,LTR,27,2176.34,58761.18,21,77.8,True,Activity until large question which.,ACTIVE,,True,,2019-04-29
CTR-2020-000253-BOQ-0677,CTR-2020-000253,11.8.2,Piping,2,MAT-00000084,Particular present evening establish sort effort.,BOX,851,25.53,21726.03,491,57.7,False,,ON_HOLD,,True,,2024-01-30
CTR-2020-000253-BOQ-0678,CTR-2020-000253,11.10.3,Piping,3,MAT-00000333,Hospital significant see same open crime front real.,BBL,133,17.57,2336.81,12,9.0,False,,ACTIVE,,False,,2023-04-12
CTR-2020-000253-BOQ-0679,CTR-2020-000253,11.7.4,Piping,4,MAT-00000095,Best billion land detail exist cover.,CUM,262,121.48,31827.76,204,77.9,True,Finish action across attack.,DELETED,,False,,2020-09-23
CTR-2020-000253-BOQ-0680,CTR-2020-000253,11.5.5,Piping,5,MAT-00000124,People arm order.,NOS,503,68360.12,34385140.36,376,74.8,False,,ACTIVE,,True,,2023-02-14
CTR-2020-000253-BOQ-0681,CTR-2020-000253,11.4.6,Piping,6,MAT-00000525,Wear point remain build task.,MONTH,502,521289.26,261687208.52,198,39.4,False,,ACTIVE,,False,,2021-02-02
CTR-2020-000253-BOQ-0682,CTR-2020-000253,11.7.7,Piping,7,MAT-00000445,Heavy shake possible sort.,MT,96,2072.07,198918.72,43,44.8,False,,ACTIVE,,False,,2024-11-29
CTR-2020-000253-BOQ-0683,CTR-2020-000253,11.9.8,Piping,8,MAT-00000645,Police two everybody interview.,BOX,86,1057.3,90927.8,55,64.0,True,To receive education level.,REVISED,,False,,2022-05-15
CTR-2020-000253-BOQ-0684,CTR-2020-000253,11.4.9,Piping,9,MAT-00000862,Either sit everyone artist home you.,DAY,536,435232.02,233284362.72,48,9.0,False,,ON_HOLD,,True,,2024-03-18
CTR-2020-000253-BOQ-0685,CTR-2020-000253,11.10.10,Piping,10,MAT-00000677,Western enough key man up.,MONTH,833,380203.1,316709182.3,260,31.2,False,,REVISED,VO-048,True,,2021-01-16
CTR-2020-000253-BOQ-0686,CTR-2020-000253,11.7.11,Piping,11,MAT-00000864,Hotel population board music issue pass blood kid.,NOS,47,303150.05,14248052.35,45,95.7,False,,ACTIVE,,True,,2021-12-21
CTR-2020-000253-BOQ-0687,CTR-2020-000253,11.3.12,Piping,12,MAT-00000350,Billion authority number economy knowledge.,JOINT,217,271.14,58837.38,191,88.0,False,,ACTIVE,,True,Chance policy usually professor entire record toward.,2023-06-06
CTR-2020-000253-BOQ-0688,CTR-2020-000253,11.1.13,Piping,13,MAT-00000120,About remain side long identify road speech.,SET,176,18885.86,3323911.36,117,66.5,False,,DELETED,,True,,2023-01-17
CTR-2020-000708-BOQ-0689,CTR-2020-000708,11.5.1,Commissioning,1,MAT-00000405,Music about west stand.,JOINT,90,587.06,52835.4,1,1.1,False,,REVISED,,True,Building movement yard four field area young.,2024-05-24
CTR-2020-000708-BOQ-0690,CTR-2020-000708,11.3.2,Commissioning,2,MAT-00000665,Half table future subject.,DRUM,666,2070.08,1378673.28,641,96.2,False,,ACTIVE,VO-050,True,,2019-03-31
CTR-2020-000708-BOQ-0691,CTR-2020-000708,11.3.3,Commissioning,3,MAT-00000120,Possible computer always his course.,SET,925,14476.02,13390318.5,719,77.7,False,,ACTIVE,VO-029,True,,2023-05-24
CTR-2020-000708-BOQ-0692,CTR-2020-000708,11.6.4,Commissioning,4,MAT-00000053,To piece grow be plan same.,PKT,9,400.59,3605.31,6,66.7,False,,REVISED,,True,,2022-04-06
CTR-2020-000708-BOQ-0693,CTR-2020-000708,11.8.5,Commissioning,5,MAT-00000038,Along agent you draw.,NOS,410,112143.54,45978851.4,302,73.7,False,,ON_HOLD,,False,,2019-09-06
CTR-2020-000708-BOQ-0694,CTR-2020-000708,11.1.6,Commissioning,6,MAT-00000541,Whom administration fund front return if deep.,JOINT,433,942.47,408089.51,283,65.4,True,As music film move strong.,DELETED,,True,,2022-11-21
CTR-2020-000708-BOQ-0695,CTR-2020-000708,11.7.7,Commissioning,7,MAT-00000460,Learn question them chance often under already.,LTR,22,2529.82,55656.04,6,27.3,False,,ACTIVE,,True,,2024-04-02
CTR-2020-000708-BOQ-0696,CTR-2020-000708,11.5.8,Commissioning,8,MAT-00000135,Major affect trade peace.,MT,741,256.49,190059.09,426,57.5,False,,ACTIVE,,False,,2020-10-25
CTR-2020-000708-BOQ-0697,CTR-2020-000708,11.4.9,Commissioning,9,MAT-00000637,Red candidate common anyone film.,SET,290,5161.62,1496869.8,44,15.2,False,,ACTIVE,,True,,2023-08-31
CTR-2020-000708-BOQ-0698,CTR-2020-000708,11.8.10,Commissioning,10,MAT-00000966,Box organization past as.,SET,311,2174.16,676163.76,285,91.6,True,Lay color opportunity.,ACTIVE,,True,,2024-08-24
CTR-2020-000708-BOQ-0699,CTR-2020-000708,11.2.11,Commissioning,11,MAT-00000033,International specific word question food.,KG,346,252.88,87496.48,316,91.3,False,,ACTIVE,,False,,2019-07-11
CTR-2019-000789-BOQ-0700,CTR-2019-000789,5.3.1,Painting & Coatings,1,MAT-00000918,National focus who degree animal community as.,CUM,874,389.68,340580.32,527,60.3,False,,ACTIVE,VO-029,False,,2020-03-30
CTR-2019-000789-BOQ-0701,CTR-2019-000789,5.2.2,Painting & Coatings,2,MAT-00000999,Center indeed recent network just.,SET,801,165411.1,132494291.1,800,99.9,False,,ACTIVE,,True,,2020-04-28
CTR-2019-000789-BOQ-0702,CTR-2019-000789,5.4.3,Painting & Coatings,3,MAT-00000892,American beyond suggest partner sing administration main according.,CUM,933,242.03,225813.99,745,79.8,False,,ACTIVE,,False,Unit religious order exist.,2023-01-29
CTR-2019-000789-BOQ-0703,CTR-2019-000789,5.3.4,Painting & Coatings,4,MAT-00000343,Realize deal policy mission include visit particular.,NOS,126,23092.42,2909644.92,56,44.4,False,,REVISED,VO-031,True,,2019-12-16
CTR-2019-000789-BOQ-0704,CTR-2019-000789,5.6.5,Painting & Coatings,5,MAT-00000273,Other response partner.,BBL,733,74.4,54535.2,369,50.3,False,,ACTIVE,,True,,2020-07-19
CTR-2019-000789-BOQ-0705,CTR-2019-000789,5.7.6,Painting & Coatings,6,MAT-00000822,Physical site girl above.,RM,424,2006.6,850798.4,234,55.2,False,,ACTIVE,,False,,2019-02-10
CTR-2019-000789-BOQ-0706,CTR-2019-000789,5.9.7,Painting & Coatings,7,MAT-00000735,Court worry with peace television.,BOX,967,452.76,437818.92,346,35.8,False,,ON_HOLD,,True,,2020-09-10
CTR-2019-000789-BOQ-0707,CTR-2019-000789,5.10.8,Painting & Coatings,8,MAT-00000925,Medical less phone decade apply both chance.,SET,60,20565.19,1233911.4,45,75.0,False,,DELETED,,True,,2022-05-31
CTR-2019-000789-BOQ-0708,CTR-2019-000789,5.6.9,Painting & Coatings,9,MAT-00000739,Marriage civil two approach hair decide edge.,NOS,932,39417.0,36736644.0,846,90.8,False,,ACTIVE,,False,,2021-04-20
CTR-2019-000789-BOQ-0709,CTR-2019-000789,5.9.10,Painting & Coatings,10,MAT-00000909,Source serve analysis science understand compare size machine.,DAY,640,3019.54,1932505.6,452,70.6,False,,DELETED,,True,,2022-05-20
CTR-2019-000789-BOQ-0710,CTR-2019-000789,5.1.11,Painting & Coatings,11,MAT-00000087,Audience dog know often.,RM,551,85693.29,47217002.79,129,23.4,False,,ACTIVE,,True,,2022-10-27
CTR-2019-000789-BOQ-0711,CTR-2019-000789,5.3.12,Painting & Coatings,12,MAT-00000776,Cup quality for single for better.,CUM,24,440.84,10580.16,17,70.8,False,,ACTIVE,,False,,2020-03-28
CTR-2019-000789-BOQ-0712,CTR-2019-000789,5.1.13,Painting & Coatings,13,MAT-00000750,Thank heart determine likely machine three.,RM,862,31471.74,27128639.88,642,74.5,False,,ACTIVE,,False,,2019-01-22
CTR-2019-000789-BOQ-0713,CTR-2019-000789,5.6.14,Painting & Coatings,14,MAT-00000465,Democratic participant concern health.,NOS,242,1380.96,334192.32,148,61.2,False,,DELETED,,True,,2022-12-05
CTR-2019-000789-BOQ-0714,CTR-2019-000789,5.5.15,Painting & Coatings,15,MAT-00000307,Rest place wish dark camera realize arrive.,NOS,683,324197.28,221426742.24,586,85.8,False,,ACTIVE,,True,,2021-02-27
CTR-2020-000843-BOQ-0715,CTR-2020-000843,8.3.1,Electrical Works,1,MAT-00000101,Detail far church some well town.,NOS,729,65305.07,47607396.03,421,57.8,True,Book letter industry.,ACTIVE,,True,,2023-02-21
CTR-2020-000843-BOQ-0716,CTR-2020-000843,8.9.2,Electrical Works,2,MAT-00000694,Wife talk beat tax majority yet option.,LTR,413,4476.44,1848769.72,265,64.2,False,,DELETED,,True,,2024-06-28
CTR-2020-000843-BOQ-0717,CTR-2020-000843,8.7.3,Electrical Works,3,MAT-00000750,Develop until watch trial together individual analysis yard.,RM,844,27940.82,23582052.08,517,61.3,True,Evidence role save east force.,ACTIVE,,False,,2020-04-28
CTR-2020-000843-BOQ-0718,CTR-2020-000843,8.4.4,Electrical Works,4,MAT-00000712,Almost most look something start laugh drive.,NOS,467,44545.86,20802916.62,382,81.8,False,,ACTIVE,,True,,2020-03-27
CTR-2020-000843-BOQ-0719,CTR-2020-000843,8.6.5,Electrical Works,5,MAT-00000124,Send really image design grow dream your.,NOS,586,53164.4,31154338.4,535,91.3,False,,ACTIVE,,True,,2020-08-08
CTR-2020-000843-BOQ-0720,CTR-2020-000843,8.10.6,Electrical Works,6,MAT-00000146,Look fight reflect.,MT,432,2078.38,897860.16,156,36.1,False,,ACTIVE,,True,,2022-11-29
CTR-2020-000843-BOQ-0721,CTR-2020-000843,8.1.7,Electrical Works,7,MAT-00000070,Section agency lawyer sign them if smile.,NOS,428,19875.3,8506628.4,158,36.9,False,,ON_HOLD,,True,,2020-06-27
CTR-2020-000843-BOQ-0722,CTR-2020-000843,8.3.8,Electrical Works,8,MAT-00000781,Phone region ability physical his real.,MT,517,894.93,462678.81,460,89.0,False,,ACTIVE,,True,,2023-08-05
CTR-2020-000843-BOQ-0723,CTR-2020-000843,8.4.9,Electrical Works,9,MAT-00000397,Per friend usually method.,MT,922,2358.18,2174241.96,553,60.0,True,Allow international especially watch my some.,ACTIVE,,True,Thousand book half people half compare.,2020-11-09
CTR-2020-000843-BOQ-0724,CTR-2020-000843,8.1.10,Electrical Works,10,MAT-00000725,Relate night similar catch friend much power.,NOS,586,33842.57,19831746.02,316,53.9,False,,ACTIVE,,True,,2019-08-05
CTR-2020-000843-BOQ-0725,CTR-2020-000843,8.10.11,Electrical Works,11,MAT-00000981,That reflect send set fly today me institution.,SQM,535,153.24,81983.4,487,91.0,False,,ACTIVE,,True,,2022-01-31
CTR-2020-000843-BOQ-0726,CTR-2020-000843,8.4.12,Electrical Works,12,MAT-00000806,As generation main.,BBL,252,222.43,56052.36,214,84.9,False,,ACTIVE,,True,,2019-07-04
CTR-2020-000843-BOQ-0727,CTR-2020-000843,8.1.13,Electrical Works,13,MAT-00000504,Son war speak wait assume throughout.,NOS,349,1791.41,625202.09,212,60.7,True,Stop like mother stay tonight later.,ACTIVE,,True,,2020-11-19
CTR-2020-000293-BOQ-0728,CTR-2020-000293,5.2.1,Concrete Works,1,MAT-00000787,Beautiful hospital condition when baby clearly born.,NOS,158,78070.15,12335083.7,104,65.8,False,,ACTIVE,,True,,2022-05-05
CTR-2020-000293-BOQ-0729,CTR-2020-000293,5.2.2,Concrete Works,2,MAT-00000400,Many themselves minute physical.,NOS,328,41127.36,13489774.08,165,50.3,False,,ON_HOLD,,True,,2021-08-26
CTR-2020-000293-BOQ-0730,CTR-2020-000293,5.9.3,Concrete Works,3,MAT-00000505,Indicate radio use listen information.,SET,771,1030.82,794762.22,117,15.2,False,,ACTIVE,,True,Factor as the.,2021-08-15
CTR-2024-000936-BOQ-0731,CTR-2024-000936,5.10.1,General Requirements,1,MAT-00000568,Strong mind from official pretty.,SET,692,1730.37,1197416.04,568,82.1,False,,ACTIVE,,True,,2024-08-11
CTR-2024-000936-BOQ-0732,CTR-2024-000936,5.3.2,General Requirements,2,MAT-00000209,Main program morning nature leader note.,NOS,383,98960.17,37901745.11,86,22.5,False,,ACTIVE,,False,,2019-01-05
CTR-2024-000936-BOQ-0733,CTR-2024-000936,5.8.3,General Requirements,3,MAT-00000833,Commercial employee machine wife show.,SET,985,103094.06,101547649.1,296,30.1,False,,ACTIVE,VO-031,True,,2023-04-07
CTR-2024-000936-BOQ-0734,CTR-2024-000936,5.4.4,General Requirements,4,MAT-00000360,Under Republican expect win stuff realize project child.,KG,600,3640.71,2184426.0,288,48.0,True,Chance expect what.,ACTIVE,,True,,2020-05-18
CTR-2024-000936-BOQ-0735,CTR-2024-000936,5.3.5,General Requirements,5,MAT-00000851,Bring year off kid hard.,JOINT,743,2322.82,1725855.26,286,38.5,False,,ACTIVE,,False,,2022-11-04
CTR-2024-000936-BOQ-0736,CTR-2024-000936,5.5.6,General Requirements,6,MAT-00000651,None alone first gas health.,NOS,771,291187.81,224505801.51,279,36.2,False,,ON_HOLD,,True,,2019-03-07
CTR-2024-000936-BOQ-0737,CTR-2024-000936,5.3.7,General Requirements,7,MAT-00000936,Wish move building agent use shoulder way.,JOINT,662,1766.16,1169197.92,623,94.1,False,,ON_HOLD,,True,,2024-06-25
CTR-2024-000936-BOQ-0738,CTR-2024-000936,5.7.8,General Requirements,8,MAT-00000781,Choose wife national medical positive far.,MT,552,662.32,365600.64,79,14.3,False,,DELETED,,True,,2023-03-22
